Pasal,Isi
Pasal 1032,Hak istimewa untuk mengadakan pemerincian mempunyai akibat:
Pasal 1033,"Ahli waris yang telah menerima warisan dengan hak istimewa untuk mengadakan pemerincian, wajib mengurus barang-barang yang termasuk warisan itu sebagai seorang kepala rumah tangga yang baik, dan secepatnya menyelesaikan urusan warisan itu; ia wajib memberi pertanggungjawaban kepada para kreditur dan penerima hibah wasiat."
Pasal 1034,"Ia tidak diperkenankan menjual barang-barang harta peninggalan itu, baik yang bergerak maupun yang tidak bergerak, selain di depan umum dan menurut kebiasaan setempat atau lewat perantara atau komisioner, bila dalam harta peninggalan itu ada barang-barang dagangan.Ia berkewajiban, dalam hal penjualan barang-barang tetap yang dibebani hipotek, untuk melunasi utang hipotek kepada para kreditur yang datang menagih, dengan jalan memberi hak untuk menagih kepada si pembeli barang tetap itu, sebanding dengan jumlah yang dapat ditagih oleh para kreditur itu."
Pasal 1035,"Bila para kreditur dan orang-orang lain yang berkepentingan menghendaki, ia wajib memberikan jaminan secukupnya untuk harga barang-barang bergerak yang termasuk dalam perincian harta peninggalan itu, dan untuk bagian dari harga barang-barang tetap yang tidak diserahkan kepada para kreditur hipotek."
Pasal 1036,"Dalam waktu tiga bulan, terhitung dari Iampaunya jangka waktu yang ditentukan dalam Pasal 1024, ahli waris itu wajib memanggil para kreditur yang tidak diketahui dengan pengumuman dalam berita negara, agar kepada mereka, kepada kreditur yang telah diketahui, serta kepada para penerima hibah wasiat, dapat diberikan segera perhitungan dan pertanggungjawaban tentang pengelolaannya, dan agar dapat dilunasi piutang-piutang dan hibah-hibah mereka sekedar jumlah harta peninggalan mencukupi."
Pasal 1037,"Setelah menyelesaikan perhitungan dan pertanggungjawaban, ahli waris harus melunasi piutang para kreditur yang sudah diketahui pada waktu itu, seluruhnya atau dalam perbandingan dengan jumlah harta peninggalan itu."
Pasal 1038,"Bila terjadi perlawanan, piutang para kreditur tidak dapat dilunasi, kecuali berdasarkan tata tertib urutan yang ditetapkan oleh Hakim."
Pasal 1039,"Para penerima hibah wasiat tidak dapat menuntut bagian hibah wasiat mereka, bila belum lewat jangka waktu yang telah ditentukan dalam Pasal 1036, dan belum dilakukan pembayaran yang ditentukan dalam Pasal 1037."
Pasal 1040,"Ahli waris yang telah menerima warisan dengan hak istimewa untuk mengadakan pendaftaran harta, tidak dapat diminta untuk menanggung utang-utang pewaris terlebih dahulu dengan hartanya sendiri, kecuali jika setelah diperingatkan untuk memberikan perhitungan, ia masih tetap lalai untuk memenuhi kewajibannya itu."
Pasal 1041,"Biaya penyegelan, pemerincian harta peninggalan, pembuatan perhitungan, beserta semua biaya lainnya yang telah dikeluarkan secara sah, dibebankan kepada harta peninggalan itu."
Pasal 1042,"Ketentuan-ketentuan dari Pasal 1024, Pasal 1031 dan berikutnya juga berlaku bagi ahli waris yang menggunakan hak untuk berpikir, telah menerima warisan dengan hak istimewa untuk mengadakan pemerincian harta peninggalan, dengan memberikan pernyataan seperti yang tersebut dalam penutup pasal 1029."
Pasal 1043,"Suatu ketentuan pewaris melarang untuk menggunakan hak berpikir dan hak istimewa untuk mengadakan pemerincian harta peninggalan, adalah batal dan tidak berlaku."
Pasal 1044,Warisan dapat diterima secara murni atau dengan hak istimewa untuk mengadakan pemerincian harta peninggalan.
Pasal 1045,Tiada seorang pun diwajibkan untuk menerima warisan yang jatuh ke tangannya.
Pasal 1046,"Warisan yang jatuh ke tangan wanita yang telah kawin, anak di bawah umur dan orang yang berada dalam pengampuan tidak dapat diterima secara sah, kecuali dengan mengindahkan ketentuan undang-undang mengenai orang-orang itu. Pengangkatan ahli waris yang disebut"
Pasal 1047,Penerima suatu warisan berlaku surut sampai pada hari warisan itu terbuka.
Pasal 1048,"Penerimaan suatu warisan dilakukan dengan tegas atau secara diam-diam; hal itu dilakukan dengan tegas, bila seseorang, dalam surat otentik atau di bawah tangan, menamakan dirinya ahli waris atau mengambil kedudukan ahli waris; kesediaan menerima itu dilakukan secara diam-diam, bila ahli waris itu melakukan suatu perbuatan yang menunjukkan maksudnya untuk menerima warisan itu, dan dia kiranya hanya berwenang untuk itu dalam kedudukannya sebagai ahli waris."
Pasal 1049,"Segala sesuatu yang berhubungan dengan pemakaman, tindakan-tindakan yang hanya untuk penyimpanan saja, demikian pula yang hanya bertujuan untuk mengawasi harta peninggalan itu atau untuk mengelolanya sementara, tidak dianggap sebagai tindakan-tindakan yang menunjukkan kesediaan untuk menerima warisan secara diam-diam."
Pasal 1050,"Bila para ahli waris berselisih pendapat tentang menerima warisan atau tidak, maka yang satu dapat menerima, sedangkan yang lain dapat menolak. Bila para ahli waris itu berselisih pendapat tentang cara menerima warisan, maka warisan itu diterima dengan hak istimewa untuk mengadakan pemerincian."
Pasal 1051,"Bila seseorang yang ke tangannya telah jatuh suatu warisan, meninggal tanpa menolak atau menerima, maka para ahli warisnya berwenang sebagai penggantinya untuk menerima atau menolak, dan ketentuan-ketentuan pasal yang lalu berlaku terhadap mereka."
Pasal 1052,"Barangsiapa telah bersedia menerima bagiannya dari suatu warisan, tidak diperkenankan menolak baginya yang telah jatuh ke tangannya karena hak pertambahan, kecuali dalam hal yang diatur dalam pasal 1054."
Pasal 1053,"Kesediaan orang dewasa menerima suatu warisan, tidak dapat dibatalkan seluruhnya, kecuali jika kesediaannya itu terjadi akibat paksaan atau penipuan yang dilakukan terhadapnya. Ia tidak dapat mengingkari penerimaan itu dengan alasan bahwa ia telah dirugikan karenanya, kecuali jika warisannya telah dikurangi separuh lebih karena telah ditemukan suatu wasiat yang tidak diketahui pada waktu diterimanya warisan itu."
Pasal 1054,"Bagian seorang ahli waris yang seluruhnya telah dipulangkan kembali terhadap kesediaan penerimaanya, tidak menjadi hak para sesama ahli waris karena hak mendapat tambahan, kecuali jika mereka ini bersedia menerimanya."
Pasal 1055,"Hak untuk menerima warisan lewat waktu dengan lampaunya 30 tahun, terhitung dari hari warisan itu terbuka, asalkan sebelum atau sesudah lampaunya waktu itu warisan itu telah diterima oleh orang yang karena undang-undang atau karena surat wasiat mendapat hak untuk itu; tetapi hal ini tidak mengurangi hak-hak pihak ketiga atas harta peninggalan itu, yang diperoleh berdasarkan suatu alas hak yang sah."
Pasal 1056,"Para ahli waris yang telah menolak warisan itu, masih dapat menyatakan bersedia menerima, selama warisan itu belum diterima oleh orang yang mendapat hak untuk itu dari undang- undang atau dari surat wasiat, tanpa mengurangi hak-hak pihak ketiga, seperti yang ditentukan dalam pasal yang lalu."
Pasal 1057,"Penolakan suatu warisan harus dilakukan dengan tegas, dan harus terjadi dengan cara memberikan pernyataan di kepaniteraan Pengadilan Negeri yang dalam daerah hukumnya warisan itu terbuka."
Pasal 1058,"Ahli waris yang menolak warisan, dianggap tidak pernah menjadi ahli waris."
Pasal 1059,"Bagian warisan dari orang yang menolak warisan jatuh ke tangan orang yang sedianya berhak atas bagian itu, andaikata orang yang menolak itu tidak ada pada waktu pewaris meninggal."
Pasal 1060,"Orang yang telah menolak warisan sekali-kali tidak dapat diwakili dengan penggantian ahli waris bila ia itu satu-satunya ahli waris dalam derajatnya, atau bila semua ahli waris menolak warisannya, maka anak-anak mereka menjadi ahli waris karena diri mereka sendiri dan mewarisi bagian yang sama."
Pasal 1061,"Para kreditur yang dirugikan oleh debitur yang menolak warisannya, dapat mengajukan permohonan kepada Hakim, supaya diberi kuasa untuk menerima warisan itu atas nama dan sebagai pengganti debitur itu. Dalam hal itu, penolakkan warisan itu hanya boleh dibatalkan demi kepentingan para kreditur dan sampai sebesar piutang mereka, penolakkan itu sekali-kali tidak batal untuk keuntungan ahli waris yang telah menolak warisan itu."
Pasal 1062,Wewenang untuk menolak warisan tidak dapat hilang karena lewat waktu.
Pasal 1063,"Sekalipun dengan perjanjian perkawinan, seseorang tidak dapat melepaskan diri dari warisan seseorang yang masih hidup, atau pun mengalihtangankan hak-hak yang akan diperolehnya atas warisan demikian itu dikemudian hari."
Pasal 1064,"Ahli waris yang menghilangkan atau menyembunyikan barang-barang yang termasuk harta peninggalan, kehilangan wewenang untuk menolak warisannya; ia tetap sebagai ahli waris murni, meskipun ia menolak, dan tidak boleh menuntut suatu bagian pun dari barang yang dihilangkan atau disembunyikannya."
Pasal 1065,"Tiada seorang pun dapat seluruhnya dipulihkan kembali dari penolakkan suatu warisan, kecuali bila penolakkan itu terjadi karena penipuan atau paksaan."
Pasal 1066,"Tiada seorang pun diharuskan menerima berlangsungnya harta peninggalan dalam keadaan tidak terbagi.Pemisahan harta peninggalan itu dapat sewaktu-waktu dituntut, meskipun ada ketentuan yang bertentangan dengan itu.Akan tetapi dapat diadakan persetujuan untuk tidak melaksanakan pemisahan harta peninggalan itu selama waktu tertentu.Perjanjian demikian hanya mengikat untuk lima tahun, tetapi tiap kali lewat jangka waktu itu perjanjian itu dapat diperbarui."
Pasal 1067,"Orang-orang yang berpiutang terhadap pewaris, demikian pula para penerima hibah wasiat, berhak untuk menentang pemisahan harta peninggalan. Akta pemisahan harta peninggalan yang dibuat setelah diajukan perlawanan demikian dan sebelum dilunasi apa yang selama perlawanan itu tiba waktunya dan dapat ditagih oleh orang yang berpiutang dan penerima hibah wasiat adalah batal."
Pasal 1068,"Melawan tuntutan hukum untuk mengadakan pemisahan harta peninggalan, dengan alasan lewat waktu hanya dapat dikemukakan oleh ahli waris atau sesama ahli waris, yang selama waktu yang diperlukan untuk lewat waktu itu, masing-masing telah menguasai barang-barang yang termasuk harta peninggalan itu, tetapi tidak melebihi barang-barang itu."
Pasal 1069,"Bila semua ahli waris dapat bertindak bebas terhadap harta benda mereka dan mereka hadir, maka pemisahan harta peninggalan dapat dilaksanakan dengan cara dan dengan akta yang mereka anggap baik."
Pasal 1070,"Pemisahan harta peninggalan tidak dapat diminta atas nama orang-orang yang tidak dapat bertindak bebas terhadap harta benda mereka, kecuali dengan mengindahkan ketentuan undang-undang mengenai orang-orang demikian."
Pasal 1071,"Jika satu atau beberapa orang yang berkepentingan menolak atau lalai untuk membantu melaksanakan pemisahan harta benda setelah diperintahkan oleh Hakim, maka atas permohonan orang yang paling berkepentingan, dapat diperintahkan oleh Pengadilan Negeri (jika hal itu belum dicantumkan dalam putusan Hakim), agar Balai Harta Peninggalan mewakili mereka yang enggan atau lalai itu dan mengelola apa yang mereka terima semuanya berdasarkan Bagian 1 dan Bab 13 Buku Pertama."
Pasal 1072,"Pada pelaksanaan pemisahan harta peninggalan harus hadir Balai Harta Peninggalan, sebagaimana diatur dalam pasal 417 alinea pertama kitab hukum ini, beserta wali pengawas dan pengampu pengawas, bila Balai Harta Peninggalan tidak diserahi tugas perwalian dan pengampu pengawas."
Pasal 1073,"Bila belum ada perincian harta peninggalan, maka hal itu harus diadakan sebelumnya dalam akta tersendiri, atau sekaligus dengan pemisahan harta itu dalam akta itu juga, sesuai dengan peraturan undang-undang."
Pasal 1074,"Pemisahan harta itu harus dibuat dalam satu akta dihadapan Notaris yang dipilih oleh pihak yang berkepentingan, atau bila ada perselisihan, diangkat oleh Pengadilan Negeri atas permohonan pihak-pihak yang berkepentingan yang paling siap."
Pasal 1075,"Bila Balai Harta Peninggalan menolak memberikan persetujuannya pada pemisahan harta peninggalan yang telah dirancang, sedangkan para ahli waris dan wakil-wakil mereka (sejauh perwakilan itu tidak diserahkan kepada Balai Harta Peninggalan) berpendapat, bahwa penolakan itu tidak mempunyai dasar, maka Balai Harta Peninggalan harus memberitahukan alasan-alasannya, dan hal itu dicantumkan dalam berita acara yang harus dibuat oleh Notaris."
Pasal 1076,"Bila para ahli waris, atau seorang atau beberapa orang dan mereka, berpendapat bahwa barang- barang tetap dan harta peninggalan itu atau beberapa di antaranya harus dijual, baik untuk kepentingan harta peninggalan itu, untuk membayar utang-utang dan sebagainya, maupun untuk dapat menyelenggarakan pembagian yang baik, maka Pengadilan Negeri setelah mendengar pihak-pihak lain yang berkepentingan atau setelah memanggil mereka secukupnya, dapat memerintahkan penjualan itu sesuai dengan ketentuan-ketentuan Reglemen Acara"
Pasal 1077,"Penilaian barang-barang yang dalam harta peninggalan itu pada waktu dilaksanakan pemisahan harta peninggalan, diadakan sebagai berikut:"
Pasal 1078,"Ahh-ahli tersebut diangkat oleh mereka yang berkepentingan, atau bila ada perselisihan, atas surat permohonan si berkepentingan yang paling siap, oleh Pengadilan Negeri yang dalam daerah hukumnya warisan itu terbuka, dan sejauh mengenai penilaian barang-barang tetap, oleh Pengadilan Negeri yang dalam daerah hukumnya barang itu terletak."
Pasal 1079,"Setelah diatur pemasukan dan utang harta peninggalan yang harus dibayar kepada seorang ahli waris atau Iebih atas dasar apa pun juga, maka sisa harta peninggalan itu dan bagian dan tiap- tiap ahli waris atau pancang ditentukan."
Pasal 1080,"Setelah undian, para ahli waris berhak untuk bertukar kapling yang dengan undian menjadi bagian mereka, asalkan hal itu terjadi sebelum penutupan akta pemisahan harta peninggalan itu dan pertukaran itu dicantumkan di dalam akta itu."
Pasal 1081,"Surat-surat dan bukti-bukti milik barang-barang yang dibagikan, harus diserahkan kepada orang yang mendapat barang itu sebagai bagiannya."
Pasal 1082,"Surat-surat umum mengenai harta peninggalan harus tetap disimpan oleh orang yang ditunjuk dengan suara terbanyak para ahli waris, atau bila ada perselisihan, oleh orang yang diangkat Pengadilan Negeri atas permohonan mereka yang berkepentingan yang paling siap, tetapi orang itu wajib memberi kesempatan melihat surat-surat itu, dan memberikan petikan-petikan atau salinan-salinan menurut ketentuan pasal yang lalu."
Pasal 1083,Tiap-tiap ahli waris dianggap langsung menggantikan pewaris dalam hal memiliki barang- barang yang diperolehnya dengan pembagian atau barang-barang yang dibelinya berdasarkan pasal 1076.
Pasal 1084,"Para ahli waris berkewajiban, masing-masing menurut besarnya bagiannya, untuk saling menjamin terhadap segala gangguan dan tuntutan mengenai pemilikan atau penguasaan, yang bersumber pada suatu sebab yang timbul sebelum pembagian, beserta mengenai kemampuan para pengutang bunga atau tagihan lainnya. Penjaminan itu tidak terjadi, bila hal itu dinyatakan tidak mungkin dengan persyaratan khusus yang tegas dalam akta pemisahan harta."
Pasal 1085,"Bila seorang ahli waris atau lebih berada dalam keadaan tak mampu untuk membayar bagiannya dalam penggantian kerugian yang harus dibayar berhubung dengan kewajiban menjamin seorang sesama ahli waris, maka bagian yang harus dibayar itu dipikul bersama-sama menurut perbandingan bagian warisan masing-masing, oleh yang dijamin dan para sesama ahli waris yang mampu untuk membayar."
Pasal 1086,"Tanpa mengurangi kewajiban semua ahli waris untuk membayar kepada sesama ahli waris atau memperhitungkan dengan mereka segala utang mereka kepada harta peninggalan, semua hibah yang telah mereka terima dari pewaris semasa hidupnya harus dimasukkan:"
